c1,c2,c3,c4,c5,c6
Carriage on motor lorry or motor tricycle van of goods in excess of maximum load.,188,2,b,,in any case where the motor lorry or motor tricycle van carries goods loaded thereon in such a manner as is dangerous to any user of the road cause the goods to be re-loaded in such a manner as is not dangerous to the users of the road.
Persons who may be carried on a motor lorry,189,1,,,"Not more than five persons shall be carried on a motor lorry in addition to the driver thereof, and no person shall be so carried on a motor lorry unless he is-"
Persons who may be carried on a motor lorry,189,1,a,,the owner or hirer of the motor lorry ; or
Persons who may be carried on a motor lorry,189,1,b,,the owner or hirer of the goods carried on the motor lorry; or
Persons who may be carried on a motor lorry,189,1,c,,"the servant or agent of any one of the persons described in paragraphs (a) and (b): Provided, however, that any six or more of the persons described in paragraphs (a), (b) and (c) may be carried on a motor lorry under the authority of a special permit issued for the purpose by a prescribed officer in his discretion;  And provided further that any number of persons, not being persons described in paragraphs (a), (b) and (c), may be carried on a motor lorry under the authority of a special permit issued for the purpose by the Commissioner-General in his discretion"
Persons who may be carried on a motor lorry,189,2,,,Every special permit under subsection (1) shall be in the prescribed form and shall be subject to the conditions set out in that form.
Distinctive number of trailer.,189A,,,,"Where any motor vehicle is used on any road with a trailer attached to such vehicle, the trailer shall, in addition to the distinctive number of the trailer, also display the distinctive number of the motor vehicle to which it is attached."
Regulations as to motor vehicles.,190,1,,,Regulations may be made-
Regulations as to motor vehicles.,190,1,a,,"prohibiting, restricting or controlling the use of motor vehicles generally or any specified class or description of motor vehicles, as respects roads or the roads in any specified area or any specified road or part of a road;"
Regulations as to motor vehicles.,190,1,b,,"prescribing any condition or requirement not expressly provided for in this Act, as to the construction and equipment and use of all or any specified class or description of motor vehicles;"
Regulations as to motor vehicles.,190,1,d,,providing that motor vehicles generally or any specified class or description of motor vehicles shall comply with such anti-date requirements as may be prescribed;
Regulations as to motor vehicles.,190,1,e,,"prohibiting, restricting or regulating the carriage of petroleum or other fuel, acids and other dangerous or offensive articles on motor coaches;"
Regulations as to motor vehicles.,190,1,f,,"providing for the licensing, supervision and control of conductors of omnibuses and of ticket inspectors employed by owners of omnibuses, for the revocation or suspension of such licences and for the imposition and recovery of fees for such licences;"
Regulations as to motor vehicles.,190,1,g,,"prescribing the duties and regulating the conduct of drivers, conductors and ticket inspectors of omnibuses;"
Regulations as to motor vehicles.,190,1,i,,prescribing the minimum educational or other qualifications required for the grant of conductor's licences in respect of omnibuses;
Regulations as to motor vehicles.,190,1,j,,providing for endorsements to be made on such licences on conviction of the holder thereof of any offence under this Act;
Regulations as to motor vehicles.,190,1,k,,"providing for the regulation and control of queues at stopping places for omnibuses, the facilities to be provided at such stopping places and the charges to be made for the use of such facilities;"
Regulations as to motor vehicles.,190,1,*k,,"(Not applicable to any omnibus of any Regional Transport Board.-See Paragraph 3 (1), Schedule 111, of the Transport Board Law.) prescribing the use of stopping places or public stands for omnibuses and restricting the halting or stopping of omnibuses on all roads generally or on the roads in any specified area or any specified roads or part of a road;"
Regulations as to motor vehicles.,190,1,l,,providing that badges containing identification numbers be worn by drivers and conductors of omnibuses;
Regulations as to motor vehicles.,190,1,m,,providing for the regulation and control of the conduct of passengers in omnibuses;
Regulations as to motor vehicles.,190,1,n,,as respect omnibuses-
Regulations as to motor vehicles.,190,1,n,i,authorizing the removal from such omnibuses of persons committing a breach of any provision of this Act or of any regulation by the drivers or conductors thereof or by any police officer on the request of the drivers or conductors thereof;
Regulations as to motor vehicles.,190,1,n,ii,requiring passengers in such omnibuses who are reasonably suspected by the drivers or conductors thereof of contravening any provisions of this Act or of any regulation to give their names and addresses to a police officer or to the drivers or conductors thereof on demand;
Regulations as to motor vehicles.,190,1,n,iii,"requiring passengers in such omnibuses to declare, if so requested by the drivers or conductors thereof, the journey they intend to take or have taken, and to pay the fare for the whole of such journey and to accept tickets provided therefor:"
Regulations as to motor vehicles.,190,1,n,iv,"requiring, on demand being made for the purpose by the drivers or conductors of such omnibuses or by any other person authorized by the registered owners thereof, the production. during the journey and the surrender at the end of the journey by the holders thereof of tickets issued to them;"
Regulations as to motor vehicles.,190,1,n,v,"requiring passengers in such omnibuses, if so requested by the drivers or conductors thereof, to leave the omnibuses on the completion of the journey for which they have paid;"
Regulations as to motor vehicles.,190,1,n,vi,requiring the surrender of tickets by the holders thereof on the expiry of the period for which they are issued;
Regulations as to motor vehicles.,190,1,n,vii,requiring the surrender of tickets by the holders thereof on the expiry of the period for which they are issued;
Regulations as to motor vehicles.,190,1,o,,"(Not applicable to any place provided and maintained by any Regional Transport Board as a place at which omnibuses, hiring cars or lorries may be hailed or may stand for hire. - See Paragraph 3 (3), Schedule III, of the Transport Board Law.) as respects every public stand in any specified area or any public stand-"
Regulations as to motor vehicles.,190,1,o,i,regulating the use of the public stand and authorizing the issue of permits in that behalf;
Regulations as to motor vehicles.,190,1,o,ii,"prescribing the fees to be charged for such permits, and the manner of disposal of the fees recovered on the issue of such permits;"
Regulations as to motor vehicles.,190,1,o,iii,prescribing the manner in which motor vehicles may enter or leave the public stand or be placed therein;
Regulations as to motor vehicles.,190,1,o,iv,regulating and controlling the behaviour of the drivers and conductors of motor vehicles using the public stand;
Regulations as to motor vehicles.,190,1,o,v,prohibiting or restricting the cleaning or repair of motor vehicles in the public stand;
Regulations as to motor vehicles.,190,1,o,vi,restricting the admission or entry of persons into the public stand and regulating the behaviour of persons who enter therein;
Regulations as to motor vehicles.,190,1,q,,"prescribing the particulars which are to be entered by the driver of an omnibus in the record sheet required by section 183, and the manner in which and the intervals at which such particulars are to be entered;"
Regulations as to motor vehicles.,190,1,r,,prescribing the circumstances in which and the conditions subject to which exemption from the provisions of sections 182 and 183 may be granted by the Commissioner-General in respect of any omnibus;
Regulations as to motor vehicles.,190,1,s,,providing that any specified provision of this Part shall not apply in the case of any motor lorry or motor tricycle van which is for the time being used for the purposes of the Government of Sri Lanka.
Regulations as to motor vehicles.,190,2,,,"No regulation applicable in any area within the administrative limits of any local authority shall be made for or in respect of any matter for which that local authority may make by-laws or regulations under any other written law, except with the prior approval of the Minister charged with the subject of Local Government."
Regulations as to motor vehicles.,190,3,,,No regulation under section 141 or section 142 or section 143 or section 144 shall be made except with the concurrence of the Minister in charge of the subject of roads.
Orders enabling holding of races and tests.,191,1,,,"For the purpose of enabling the holding of any motor road race or test, the Minister may, upon the recommendation of the Inspector- General of Police, by Order declare-"
Orders enabling holding of races and tests.,191,1,a,,"that any specified road or roads upon which such race or test is to be held, and any other adjacent or adjoining road or part of any such road shall be closed to traffic on any specified day or days or during any specified time on any specified day or days;"
Orders enabling holding of races and tests.,191,1,b,,that the provisions of this Act relating to speed limits and to the driving of motor vehicles on roads shall not apply in relation to the persons taking part in such race or test and the motor vehicles driven in such race or test;
Orders enabling holding of races and tests.,191,1,c,,that every person taking part in such race or test and the persons responsible for the holding of the race or test shall comply with all such conditions as may be specified in the Order.
Orders enabling holding of races and tests.,191,2,,,"No Order under subsection (1) shall be made for the purposes of any road race or test, unless the Minister is satisfied that there is in force a policy of insurance, insuring the owner of every motor vehicle participating in the race or test and every participant against any liability which may be incurred in respect of the death of or bodily injury to any other person not being a participant, or in respect of damage to property of any such other person, arising out of the use of motor vehicles in such race or test."
Orders enabling holding of races and tests.,191,3,,,"At least two clear days before any Order made under subsection (1) is to have	effect, the Commissioner-General	shall	by advertisement in at least two daily newspapers give notice of the fact that the race or test is to be held and that any road or part of a road is to be closed to traffic. The cost of each such advertisement shall be paid by the person upon whose application the Order under subsection (1) is made."
Orders enabling holding of races and tests.,191,4,,,"Any person who, upon being required so to do by any police officer, refuses to depart from any road or part of a road which is closed to traffic by an Order under subsection (1), or to remove any vehicle of which he is in charge from any such road or part of a road, shall be guilty of an offence."
Orders enabling holding of races and tests.,191,5,,,Any direction contained in any Order under subsection (1) shall have effect notwithstanding anything to the contrary in any other provision of this Act; and every person contravening any such direction shall be guilty of an offence.
Ordered motor vehicles.,192,1,,,"Where a derelict motor vehicle is so left on any part of a road as to cause any obstruction or nuisance, the Commissioner-General or the licensing authority or the local authority or the police officer in charge of the station concerned may, by notice served either generally or by registered post, require the owner or person in charge of that vehicle to take steps to remove the obstruction or nuisance."
Ordered motor vehicles.,192,2,,,"Every owner or person in charge of the vehicle on whom a notice is served under subsection (1), shall comply with the requirements set out therein."
Ordered motor vehicles.,192,3,,,"If the owner or person in charge of any derelict motor vehicle cannot for any reason be found or he or the person in charge makes default in complying with any notice served under subsection (1), the Commissioner-General or the licensing authority or the local authority or the police officer may cause the vehicle to be removed and make such order as may be necessary for its disposal."
Ordered motor vehicles.,192,4,,,"No proceedings, civil or criminal, shall be instituted or maintained against the Commissioner-General or a licensing authority or a local authority or a police officer in respect of any order bona fide made under subsection (3)."
Power to inspect and test motor vehicles.,193,1,,,"For the purpose of ascertaining the mechanical condition of any motor vehicle or the condition of the tyres fitted thereon, any examiner or authorized officer-"
Power to inspect and test motor vehicles.,193,1,a,,may stop a motor vehicle on a road if he has reasonable grounds for believing that the vehicle or any tyre fitted thereon is not in a fit condition; and may
Power to inspect and test motor vehicles.,193,1,a,i,by written order direct the driver of the vehicle to produce the vehicle for examination at any suitable place reasonably convenient to the driver and specified in the order; or
Power to inspect and test motor vehicles.,193,1,a,ii,detain the vehicle for the purpose of such examination; and
Power to inspect and test motor vehicles.,193,1,b,,"may in any case where the motor vehicle has been or is suspected to have been involved in an accident, enter, test and inspect the vehicle wherever it may be, and may for that purpose require it to be stopped or enter any premises on which the vehicle is for the time being kept or suspected to be kept."
Power to inspect and test motor vehicles.,193,2,,,A copy of every order issued by any examiner or authorized officer under paragraph (a) of subsection (1) shall be transmitted or full particulars Communicated by him forthwith to the examiner appointed for the area within which the place named by the driver of the motor vehicle and specified in the order is situated.
Power to inspect and test motor vehicles.,193,3,,,"An examiner shall not at any time stop, enter or examine any motor vehicle under the preceding provisions of this section unless on demand by the owner or driver of the vehicle he produces for inspection a written authority issued to him in that behalf by the Commissioner-General."
Power to inspect and test motor vehicles.,193,4,,,An examiner before whom a motor vehicle is produced for examination for the purposes of this section shall not detain the vehicle for a longer period than half an hour.
Power to inspect and test motor vehicles.,193,5,,,For the purposes of this section 'authorized officer' means-
Power to inspect and test motor vehicles.,193,5,a,,any police officer of a rank of sergeant and above;
Power to inspect and test motor vehicles.,193,5,b,,any other police officer who is authorized in that behalf by the Inspector-General of Police; or
Power to inspect and test motor vehicles.,193,5,c,,any officer who is authorized in that behalf by the Commissioner-General.
Power of Commissioner- General to inspection and examination of motor vehicles,194,1,,,"The Commissioner-General may at any time, whether before or after the registration of a motor vehicle, require the motor vehicle to be brought to any convenient place specified by him and to be inspected and examined, and if necessary to be weighed and measured, if he has reason to believe-"
Power of Commissioner- General to inspection and examination of motor vehicles,194,1,a,,that the motor vehicle does not comply with the requirements of this Act or of any regulation; or
Power of Commissioner- General to inspection and examination of motor vehicles,194,1,b,,that any information furnished to him in respect of the motor vehicle is false or incorrect; or
Power of Commissioner- General to inspection and examination of motor vehicles,194,1,c,,at the motor vehicle is not in a serviceable condition; or
Power of Commissioner- General to inspection and examination of motor vehicles,194,1,d,,"that the weight, dimensions character or seating accommodation of the motor vehicle has been altered after registration without the prior approval of the Commissioner- General."
Power of Commissioner- General to inspection and examination of motor vehicles,194,2,,,"Where the Commissioner-General is satisfied, after the inspection and examination of a motor vehicle under subsection (1), that such vehicle does not comply with the requirements of this Act or of any regulation, or that such vehicle is not in a serviceable condition or that the weight, dimensions character or seating accommodation of that vehicle has been altered after registration without prior approval thereof, he may, by written notice served on the owner thereof, prohibit the use of the vehicle until the Commissioner-General is satisfied after further inspection and examination under that subsection, that the defects specified in the notice have been removed Where the Commissioner-General is so satisfied he shall revoke the notice; and"
Power of Commissioner- General to inspection and examination of motor vehicles,194,3,,,"Where the use of a motor vehicle has been prohibited by a notice under subsection(2), no person shall use that vehicle or cause or permit such vehicle to be used until the notice is revoked under that subsection."
Power of Commissioner- General to inspection and examination of motor vehicles,194,4,,,"Where the use of a motor vehicle has been prohibited by a notice under subsection (2), the Commissioner-General may in writing order the registered owner of such vehicle to surrender the revenue licence so that he may impound it until the notice is revoked, and if such order is made, such registered owner shall comply with it within fourteen days after it is communicated to him."
Power of Commissioner- General to inspection and examination of motor vehicles,194,5,,,Any person who is guilty of the offence of contravening the provisions of subsection (3) shall on conviction after summary trial before a Magistrate be liable to a fine not less than three thousand rupees and not exceeding five thousand rupees and on a second or subsequent conviction to a fine not less than five thousand rupees and not exceeding ten thousand rupees.
"Approved garages, approved inspection and testing centres and certifying officers.",195,1,,,"The Commissioner-General may, upon application made in that behalf in the prescribed form by the registered owner of a garage or inspection and testing centre and upon payment of the prescribed levy and service charge, by Order declare-"
"Approved garages, approved inspection and testing centres and certifying officers.",195,1,a,,that the garage or inspection or testing centre specified in such order shall be an approved garage or approved inspection or testing centre for the annual examination and certification of vehicles for the purposes of section 29; and
"Approved garages, approved inspection and testing centres and certifying officers.",195,1,b,,"that such registered owner, and the other person or persons employed at such approved garage or approved inspection or testing centre and specified in the order, shall each be an approved certifying officer for the purpose of such examination and certification of motor vehicles at such approved garage or approved inspection or testing centre."
"Approved garages, approved inspection and testing centres and certifying officers.",195,2,,,"Where the Commissioner-General makes an order under subsection (1), he shall issue to each approved certifying officer a letter of authority stipulating therein, the conditions subject to which such letter of authority is issued."
"Approved garages, approved inspection and testing centres and certifying officers.",195,3,,,The Commissioner-General may revoke or alter any order made under subsection (1) if there is a contravention of any condition specified in the letter of authority issued to any approved certifying officer of such approved garage or such approved inspection or testing centre in respect of which such order was made.
"Approved garages, approved inspection and testing centres and certifying officers.",195,4,,,"The Commissioner-General may specify, in relation to each approved garage and approved inspection or testing centre the maximum number of motor vehicles which may be examined and certified at that approved garage or approved inspection or testing centre during the course of a day."
"Approved garages, approved inspection and testing centres and certifying officers.",195,5,,,"Where the Commissioner-General rejects an application referred to in subsection (1), he shall state his reasons therefor in writing."
"Approved garages, approved inspection and testing centres and certifying officers.",195,6,,,The Minister may make regulations prescribing-
"Approved garages, approved inspection and testing centres and certifying officers.",195,6,a,,the equipment and facilities that should be made available at an approved garage or approved inspection or testing centre;
"Approved garages, approved inspection and testing centres and certifying officers.",195,6,b,,the qualifications required of an approved certifying officer;
"Approved garages, approved inspection and testing centres and certifying officers.",195,6,c,,the frequency of mandatory inspection for different classes or descriptions of motor vehicles;
"Approved garages, approved inspection and testing centres and certifying officers.",195,6,d,,the amount of any deposit to be made by an approved garage or approved inspection or testing centre.
Issue of Emission Certificate and Certificate of Fitness.,196,1,,,"Upon the production of a motor vehicle before an examiner or an approved certifying officer referred to in section 195 and upon payment of the prescribed levy or service charge, for the purpose of obtaining an Emission Certificate and a Certificate of Fitness as is referred to in section 29, an examiner or approved certifying officer shall on such criteria as may be prescribed, examine such vehicle and shall certify whether or not such Certificates may be issued in terms of this Act."
Issue of Emission Certificate and Certificate of Fitness.,196,2,,,An Emission Certificate and Certificate of Fitness issued in respect of a motor vehicle shall remain in force for one year from the date of issue or such shorter period not less than three months as may be specified in such certificate.
Issue of Emission Certificate and Certificate of Fitness.,196,3,,,"Where an examiner or approved certifying officer certifies that a motor vehicle is unfit for use, he shall state his reasons therefor."
Issue of Emission Certificate and Certificate of Fitness.,196,4,,,"The registered owner of a motor vehicle which is certified after examination under the preceding provisions of this section to be unfit for use, may, appeal to the Commissioner - General against the issue of such Certificate and the decision of the Commissioner - General on such appeal shall be final."
Issue of Emission Certificate and Certificate of Fitness.,196,5,,,The Emission Certificate and Certificate of Fitness issued in respect of a motor vehicle under this section shall be-
Issue of Emission Certificate and Certificate of Fitness.,196,5,a,,carried in that vehicle at all times;
Issue of Emission Certificate and Certificate of Fitness.,196,5,b,,"made available for inspection on demand by a police officer, Grama Niladhari or Examiner or authorized officer appointed under this Act, or by any person authorized in writing by the Commissioner - General : Provided however, that such certificate shall be produced when required, before a Court, the Commissioner - General or a Licensing Authority."
Issue of Emission Certificate and Certificate of Fitness.,196,5,c,,a person who contravenes the provisions of this subsection shall be guilty of an offence and shall on conviction be liable to the penalty specified in section 224 and also be liable to the amount prescribed for on the spot fines under section 215A.
Issue of Emission Certificate and Certificate of Fitness.,196,6,,,The registered owner of an approved garage or approved inspection or testing centre shall forward in the prescribed form to the Commissioner General before the tenth day of the following month. a monthly summary of the Emission Certificates and Certificates of Fitness issued by him during each month.
Issue of Emission Certificate and Certificate of Fitness.,196,6,a,,"If the registered owner of an approved garage or approved inspection or testing centre fails to send the monthly summary referred to in subsection (6) before the tenth day of each month, the Commissioner General shall, in the first instance, issue him with a warning that the order made under section 195 in respect of such garage may be revoked if such monthly summary is not sent within the time specified under subsection (6)."
Issue of Emission Certificate and Certificate of Fitness.,196,6,b,,If the registered owner of such approved garage or approved inspection or testing centre fails to send such monthly summary for three consecutive months the Commissioner General shall revoke the order made under section 195 in respect of that approved garage or approved inspection or testing centre.
Issue of Emission Certificate and Certificate of Fitness.,196,6,c,,A person who contravenes the provisions of subsection (6) shall be guilty of an offence and shall on conviction be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees and on a second or subsequent conviction to a fine not less than ten thousand and not exceeding fifteen thousand rupees.
Issue of Emission Certificate and Certificate of Fitness.,196,8,,,Regulations may be made providing for the procedures for the examination of motor vehicles for the purpose of the issue of an Emission Certificates and Certificates of Fitness.
Yearly examination and certification in respect of vehicles of the Sri Lanka Central Transport Board or any Regional Transport Board.,196A,,,,"Notwithstanding anything to the contrary in section 196, the yearly examination and certification prior to the issue of a licence of such motor vehicle as is referred to in section 29 shall in the case of a motor vehicle belonging to the Sri Lanka Central Transport Board or a Regional Transport Board established under the Transport Board Law, No. 19 of 1978, as the case may be, be carried out by an officer authorized in that behalf by the respective Board and any certificate of fitness issued by any such officer in respect of any such vehicle shall, for the purpose this- Act be deemed to be a certificate issued under section 196."
Effect of issue of a fraudulent Emission Certificate and Certificate of fitness.,196B,1,,,"Where any person issues a fraudulent Emission Certificate and Certificate of Fitness, or where there is a contravention of any one or more of the conditions specified in the letter of authority issued to an approved certifying officer, the Commissioner-General or any other Authority shall-"
Effect of issue of a fraudulent Emission Certificate and Certificate of fitness.,196B,1,a,,appropriate the full deposit made by such approved garage
Effect of issue of a fraudulent Emission Certificate and Certificate of fitness.,196B,1,b,,revoke the authority given to such garage and to such approved certifying officer of such garage ; and
Effect of issue of a fraudulent Emission Certificate and Certificate of fitness.,196B,1,c,,"cancel any permit, licence or certificate obtained on the basis of the fraudulent Emission Certificate and Certificate of Fitness."
Effect of issue of a fraudulent Emission Certificate and Certificate of fitness.,196B,2,,,"Any approved certifying officer who issues a fraudulent Emission Certificate and Certificate of Fitness or contravenes any condition specified in a letter of authority issued to such approved certifying officer shall be guilty of an offence and shall, on conviction be liable to a fine not less than twenty thousand rupees and not exceeding twenty five thousand rupees."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,1,,,"This section shall apply to all motor vehicles of the following classes or descriptions, namely, motor tricycle vans, motor coaches and lorries, and the expression 'motor vehicle to which this section applies', wherever it occurs therein shall be construed accordingly."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,2,,,"The licensing authority of any area, within which any motor vehicle to which this section applies is used, may, if he has reason to suspect that the vehicle is unfit for use, by a written order direct the registered owner thereof to produce it for examination at a time and place specified in the order."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,3,,,Where any order made in respect of a motor vehicle under subsection (2) is not complied with by the registered owner the licensing authority may in his discretion by written notice prohibit the use of that vehicle until it is produced for examination at such time and place as may be specified in the notice or at any such other time and place as may be appointed by the licensing authority on application made in that behalf by the registered owner.
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,4,,,"Where a motor vehicle to which this section applies is found upon examination to be unfit for use, the examiner shall annex to his report a full list of all defects found by him in the vehicle and shall deliver or transmit a copy of the report and the list to the registered owner, to the licensing authority and to the Commissioner-General."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,5,,,"Where the finding of the examiner after the examination of any motor vehicle under subsection (4) is that it is unfit for use the licensing authority shall by a written notice prohibit the use of that vehicle, until all necessary repairs, adjustments or alterations are effected and an examiner certifies to the licensing authority after further examination that the vehicle is fit for use."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,6,,,"The registered owner of any motor vehicle to which this section applies and the use of which is prohibited by notice under subsection (5), may appeal to the Commissioner-General against the finding of the examiner, whether after the first examination referred to in subsection (4) or after the further examination referred to in subsection (5), that the vehicle is unfit for use."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,7,,,"Upon any appeal under subsection (6), the Commissioner- General may in his discretion cause the motor vehicle to which the appeal relates to be examined by any examiner other than the examiner against whose finding the appeal is preferred and may either confirm that finding, or reverse that finding and certify that the vehicle is fit for use. The decision of the Commissioner-General on any such appeal shall be final and conclusive."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,8,,,"Where any motor vehicle to which this section applies and the use of which has been prohibited by a notice under subsection (5), is certified by an examiner after the further examination referred to in that subsection or by the Commissioner-General under subsection (7), to be fit for use the licensing authority by whom the notice was issued shall revoke the notice."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,9,,,Where the use of a motor vehicle to which this section applies is prohibited by a notice under subsection (5)
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,9,a,,no person shall use such vehicle or cause it to be used until the notice is revoked under subsection (8) and
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,9,b,,"the licensing authority who issued the revenue licence for such vehicle may in writing order the registered owner of such vehicle to surrender the revenue licence to him so that he may impound it until the notice is so revoked, and, if such order is made, such registered owner, shall comply with it within fourteen days after it is communicated to him."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,10,,,"Every examination of a motor vehicle under this section shall be carried out by an examiner, and no examiner shall carry out any such examination except at the request of the licensing authority or the Commissioner-General."
"Examination of motor tricycle vans, motor coaches and lorries and prohibition of use thereof.",197,11,,,The registered owner of every motor vehicle examined under this section shall pay a prescribed fee for each examination carried out for the purposes of subsection (4) or subsection (5) or subsection (7).
Inspection of lorries and motor tricycle vans and prohibition of use.,198,1,,,"An examiner shall at any time, on production if so required of his authority, be entitled to enter and inspect any motor lorry or motor tricycle van, and for that purpose to stop the motor lorry or motor tricycle van, and to detain the motor lorry or motor tricycle van during such time as is reasonably required for the inspection, and may at any time which is reasonable having regard to the circumstances of the case, enter any premises on which he has reason to believe that a motor lorry or a motor tricycle van is kept. If any person obstructs an examiner in the performance of his duty or where required so to do fails to stop the motor any motor vehicle, he shall be guilty of an offence under this Act."
Inspection of lorries and motor tricycle vans and prohibition of use.,198,2,,,"If, on the inspection of a motor any motor vehicle under subsection (1) it appears to the examiner that the motor any motor vehicle owing to any defects therein, is, or is likely to become, unfit for service until the defects have been remedied, he may prohibit the use of the motor any motor vehicle; Provided that, where in the opinion of the examiner, the defects are such as can be remedied within any period not exceeding ten days and are not defects which involve immediate risk to public safety, the prohibition shall not come into operation before the expiration of that period and shall not come into operation upon the expiration of that period if any examiner, being satisfied that the defects have been or are in the course of being remedied, withdraws the prohibition before the expiration of that period."
Inspection of lorries and motor tricycle vans and prohibition of use.,198,3,,,"Where under this section an examiner prohibits the use of a motor any motor vehicle as aforesaid, he shall forthwith give notice in the prescribed form of the prohibition to the registered owner of the motor any motor vehicle, the person in charge thereof at the time of the inspection, and to the Commissioner-General. In the case of a prohibition on the ground of such defects as are specified in the proviso to the last foregoing subsection a notice given under this subsection shall specify the period within which the defects can, in the opinion of the examiner, be remedied."
Inspection of lorries and motor tricycle vans and prohibition of use.,198,4,,,"Subject as provided in subsection (2) a prohibition under this section shall become operative as soon as notice thereof has been given either to the registered owner, or to the person in charge of the motor any motor vehicle, and shall thereafter continue in force until it is removed in accordance with the provisions hereinafter contained."
Inspection of lorries and motor tricycle vans and prohibition of use.,198,5,,,A prohibition under this section which has become operative may be removed by any examiner if he is satisfied that the motor any motor vehicle is fit for service.
Inspection of lorries and motor tricycle vans and prohibition of use.,198,6,,,"A person aggrieved by the refusal of an examiner to remove a prohibition may make application to the Commissioner-General to have the motor any motor vehicle inspected by an officer authorized in that behalf in writing by the Commissioner-General, and, where any such application is made, such officer, on the matter being referred to him, shall, if he considers that the motor any motor vehicle is fit for service, remove the prohibition."
Inspection of lorries and motor tricycle vans and prohibition of use.,198,7,,,"A person aggrieved by the refusal of an officer authorized by the Commissioner-General to remove a prohibition may, within the prescribed manner, appeal to the Commissioner-General, who shall have power to make such order on the appeal as he thinks fit, and any such order shall be binding on such officer."
Inspection of lorries and motor tricycle vans and prohibition of use.,198,8,,,Where any examiner or an officer authorized by the Commissioner-General withdraws or removes a prohibition he shall forthwith give notice of the withdrawal or removal to the registered owner of the motor any motor vehicle and to the Commissioner- General.
Inspection of lorries and motor tricycle vans and prohibition of use.,198,9,,,"No person shall use a motor any motor vehicle or cause or permit a motor any motor vehicle van to be used, at any time whilst a prohibition under this section is operative in relation to the motor lorry or the motor tricycle van."
Inspection of lorries and motor tricycle vans and prohibition of use.,198,10,,,"Any person who contravenes the provisions of subsection (9) shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate be liable in the case of a first offence to a fine not less than five thousand rupees and not exceeding ten thousand rupees and in the case of a second or subsequent offence, to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees or to imprisonment of either description for a term not exceeding three months or to both such fine and imprisonment."
Production of document carried in lorries or motor tricycle vans.,200,1,,,"An examiner or police officer not carried is below the rank of sergeant may at any time, on lorries or motor production if so required of Ms authority, tricycle vans. require the person in charge of any motor lorry or motor tricycle van to produce, and to permit him to inspect and copy, any document which by or by regulations made under this Act is required to be carried on, or by the driver of, the motor lorry or motor tricycle van and for that purpose may stop am detain the motor lorry or motor tricycle van for such time as is required 'or the inspection and copying and, if any person, when required by an examiner or a police officer so to do, fails to produce to the examiner or police officer any such document as aforesaid, or to permit him to inspect or copy any such document, that person shall be guilty of an offence under this act."
Production of document carried in lorries or motor tricycle vans.,200,2,,,"The provisions of subsection (i) shall apply in relation to an officer authorized by the Commissioner-General or a certifying officer or a police officer as they apply in relation to an examiner, except that It shall not be necessary for a police officer in uniform to produce any authority."
Production of document carried in lorries or motor tricycle vans.,200,3,,,"Any person who commits an offence under subsection (1) shall be liable, on conviction to a fine not less than three thousand rupees and not exceeding five thousand rupees."
Regulations.,202,,,,Regulations may be made-
Regulations.,202,a,,,"providing for the periodical inspection or testing of such steam boilers, gas cylinders or other vessels working under pressure as may be used for supplying motive power or light to a motor vehicle, and for the payment of fees for such testing of vehicles, and"
Regulations.,202,b,,,"prescribing the methods to be followed and the tests to be applied in the examination of motor vehicles, and the formation and nature of the reports to be furnished after such examination under this Act."
Service of notices,203,,,,"Every notice or order for the purposes enactment, of this Part may be served on or communicated to the registered owner of the motor vehicle to which it relates personally or by being sent by registered letter through the post to his usual or last known place of abode and shall in the latter case be deemed to have been served on or communicated to such registered owner on the third day succeeding the day on which the letter was posted and for proof of the service of such notice or of the communication of such order it shall be sufficient to prove that the letter containing the notice or order was properly addressed and posted."
Appointment of officers and servants.,204,1,,,There may be appointed persons to be or to act as-
Appointment of officers and servants.,204,1,a,,Commissioner-General of Motor Traffic;
Appointment of officers and servants.,204,1,b,,"such Deputy and Assistant Commissioner-Generals as may, from time to time, be required for the purposes of this Act;"
Appointment of officers and servants.,204,1,c,,"such certifying officers and examiners of motor vehicles as may, from time to time, be required for the purposes of this Act."
Appointment of officers and servants.,204,2,,,"There may be appointed such other officers and servants as may, from time to time, be required for the purposes of this Act."
Appointment of officers and servants.,204,3,,,"Any power, duty or function of the Commissioner-General under this Act may be exercised, performed or discharged by any Deputy Commissioner-General under the directions of the Commissioner- General or other officer who is authorized so to do by writing under the hand of the Commissioner-General."
