c1,c2,c3,c4,c5,c6
Production of documents carried in lorries.,200,1,,,"An examiner may at any time, on production if so required of his authority, require the person in charge of any lorry to produce, and to permit him to inspect and copy, any document which by or by regulations made under this Act is required to be carried on, or by the driver of, the lorry and for that purpose may stop and detain the lorry for such time as is required for the inspection and copying and, if any person, when required by an examiner so to do, fails to produce to the examiner any such document as aforesaid, or to permit him to inspect or copy any such document, that person shall be guilty of an offence under this Act."
Production of documents carried in lorries.,200,2,,,"The provisions of the preceding subsection shall apply in relation to an officer authorized by the Commissioner or a certifying officer or a police officer as they apply in relation to an examiner, except that it shall not be necessary for a police officer in uniform to produce any authority."
"Inspection of hiring cars,& c., and prohibition of use.",201,1,,,"Any certifying officer, or any examiner authorized in that behalf by the Commissioner, shall at any time, on the production if so required of his authority, be entitled to enter and inspect any hiring car or motor coach, and for that purpose to stop the car or coach, and to detain it during such time as is required for the inspection, and may at any time which is reasonable having regard to the circumstances of the case, enter any premises on which he has reason to believe that such car or coach is kept. If any person obstructs any such officer or examiner in the performance of his duty, or when required so to do fails to stop a hiring car or motor coach, he shall be guilty of an offence under this Act."
"Inspection of hiring cars,& c., and prohibition of use.",201,2,,,"If, on the inspection of a hiring car or motor coach under subsection (1), it appears to the certifying officer or examiner, that the car or coach, as the case may be, owing to any defects therein, is, or is likely to become, unfit for service, until the defects have been remedied, he may prohibit its use on any highway :"
"Inspection of hiring cars,& c., and prohibition of use.",201,2,,,"Provided that, where in the opinion of the certifying officer or examiner, as the case may be, the defects are such as can be remedied within any period not exceeding forty-eight hours and are not defects which involve immediate risk to public safety, the prohibition shall not come into operation before the expiration of that period, and shall not come into operation upon the expiration of that period, if any certifying officer or any examiner referred to in subsection (1), being satisfied that the defects have been or are in the course of being remedied, withdraws the prohibition before the expiration of that period."
"Inspection of hiring cars,& c., and prohibition of use.",201,3,,,"Where under this section any certifying officer or examiner prohibits the use of a hiring car or motor coach, he shall forthwith give notice in the prescribed form of the prohibition to the registered owner thereof, to the person in charge thereof at the time of the inspection and to the Commissioner. In the case of a prohibition on the ground of such defects as are specified in the proviso to the last foregoing subsection a notice given under this subsection shall specify the period within which the defects can, in the opinion of the certifying officer or examiner, as the case may be, be remedied."
"Inspection of hiring cars,& c., and prohibition of use.",201,4,,,"Subject as provided in subsection (2) a prohibition under this section shall become operative as soon as notice thereof has been given to the registered owner, or to the person in charge of the hiring car or motor coach in respect of which the prohibition has been imposed and shall thereafter continue in force until it is removed in accordance with the provisions hereinafter contained."
"Inspection of hiring cars,& c., and prohibition of use.",201,5,,,"A prohibition under this section which has become operative may be removed by any certifying officer, or any examiner referred to in subsection (1), if he is satisfied that the hiring car or motor coach in respect of which the prohibition has been imposed is fit for service-"
"Inspection of hiring cars,& c., and prohibition of use.",201,6,,,"A person aggrieved by the refusal of any certifying officer or examiner to remove a prohibition under this section may make an application to the Commissioner to have the hiring car or motor coach in respect of which the prohibition is operative inspected by an officer authorized in that behalf in writing by the Commissioner, and, where any such application is made, such officer, on the matter being referred to him, shall, if he considers that it is fit for service, remove the prohibition."
"Inspection of hiring cars,& c., and prohibition of use.",201,7,,,"A person aggrieved by the refusal of an officer authorized by the Commissioner to remove a prohibition imposed under this section may, within the prescribed time and in the prescribed manner, appeal to the Commissioner who shall have power to make such order on the appeal as he thinks fit, and any such order shall be binding on such officer."
"Inspection of hiring cars,& c., and prohibition of use.",201,8,,,"Where any certifying officer, examiner or an officer authorized by the Commissioner withdraws or removes a prohibition under this section, he shall forthwith give notice of the withdrawal or removal to the registered owner of the hiring car or motor coach to which the prohibition relates and to the Commissioner."
"Inspection of hiring cars,& c., and prohibition of use.",201,9,,,"No person shall use a hiring car or motor coach or cause or permit such car or coach to be used, on a highway at any time whilst a prohibition under this section is operative in respect thereof."
"Inspection of hiring cars,& c., and prohibition of use.",201,10,,,"A person who is convicted under this Act by reason of a contravention of the provisions of subsection (9) shall be liable to a fine not exceeding two hundred and fifty rupees in the case of a first offence, and in the case of a second or subsequent offence, to a fine not exceeding five hundred rupees or to imprisonment of either description for a term not exceeding three months or to both such fine and imprisonment."
Regulations,202,,,,Regulations may be made-
Regulations.,202,a,,,"providing for the periodical inspection or testing of such steam boilers, gas cylinders or other vessels working under pressure as may be used for supplying motive power or light to a motor vehicle, and for the payment of fees for such testing of vehicles, and"
Regulations.,202,b,,,"prescribing the methods to be followed and the tests to be applied in the examination of motor vehicles, and the formation and nature of the reports to be furnished after such examination under this Act."
"Service of notices, &c-",203,,,,Every notice or order for the purposes of this Part shall be deemed to have been duly served on or issued to the registered owner of a motor vehicle to which it relates if it is dispatched to such owner by registered post.
Appointment of officers and servants.,204,1,,,"There may be appointed persons to be or to act as-(a) Commissioner of Motor Traffic;(b) such Deputy and Assistant Commissioners as may, from time to time, be required for the purposes of this Act;(c) Registrar of Motor Vehicles;[ 5,47 of 1968.](d) such certifying officers and examiners of motor vehicles as may, from time to time, be required for the purposes of this Act."
Appointment of officers and servants.,204,1,a,,Commissioner of Motor Traffic;
Appointment of officers and servants.,204,1,b,,"such Deputy and Assistant Commissioners as may, from time to time, be required for the purposes of this Act;"
Appointment of officers and servants.,204,1,c,,Registrar of Motor Vehicles;
Appointment of officers and servants.,204,1,d,,"such certifying officers and examiners of motor vehicles as may, from time to time, be required for the purposes of this Act."
Appointment of officers and servants.,204,2,,,"There may be appointed such other officers and servants as may, from time to time, be required for the purposes of this Act."
Appointment of officers and servants.,204,3,,,"Any power, function or duty of the Commissioner under this Act may be exercised or performed by any Deputy Commissioner or other officer who is authorized so to do by writing under the hand of the Commissioner."
Appointment of officers and servants.,204,4,,,"Any power, function or duty of the Registrar under this Act may be exercised or performed by any officer appointed under this Act who is authorized so to do by writing under the hand of the Registrar."
Appointment of officers and servants.,204,5,,,"All persons, officers and servants exercising powers or discharging duties or functions under this Act shall be deemed to be public servants within the meaning of the Penal Code."
General functions and Commissioner.,205,,,,"Subject to the provisions of this Act, the Commissioner shall be charged with the following functions and duties;-"
General functions and Commissioner.,205,a,,,"the control, organization and co-ordination of passenger and goods transport by road;"
General functions and Commissioner.,205,b,,,the making of recommendations to the Minister with regard to the coordination of road transport with rail transport and with other commercial transport; and
General functions and Commissioner.,205,c,,,"the other powers, functions and duties conferred or imposed on the Commissioner by or under this Act."
Constitution of Transport Appeals Tribunal.,206,1,,,"For the purpose of hearing appeals preferred as hereinafter provided, there shall be a Transport Appeals Tribunal (hereinafter referred to as "" the tribunal "") consisting of eight members who shall be appointed, from time to time, by the President."
Constitution of Transport Appeals Tribunal.,206,2,,,"Five members of the tribunal (hereinafter referred to as the lawyer members"") shall be attorneys-at-law with not less than ten years' professional experience, and the other three members of the tribunal shall be persons who have had wide experience and shown capacity in transport, in industrial, commercial or financial matters, in administration, or in the organization of workers."
Constitution of Transport Appeals Tribunal.,206,3,,,A person shall not be eligible for appointment under subsection (1) as a member of the tribunal if-(a) he is a Member of Parliament; or(b) he is a public officer or a judicial officer within the meaning of the Constitution; or(c) he carries on the business of passenger or goods transport by road for fee or reward or is a director or officer of any company carrying on such business.
Constitution of Transport Appeals Tribunal.,206,3,a,,he is a Member of Parliament; or
Constitution of Transport Appeals Tribunal.,206,3,b,,he is a public officer or a judicial officer within the meaning of the Constitution; or
Constitution of Transport Appeals Tribunal.,206,3,c,,he carries on the business of passenger or goods transport by road for fee or reward or is a director or officer of any company carrying on such business.
Constitution of Transport Appeals Tribunal.,206,4,,,"The Minister may if he thinks fit so to do call upon any person proposed for appointment under subsection (1) as a member of the tribunal to declare the nature and extent of any financial interest, if any, which he has in any business of passenger or goods transport by road for fee or reward ; and it shall be the duty of any member of the tribunal who acquires or has any such interest forthwith to disclose to the Minister the nature and extent of such interest."
Constitution of Transport Appeals Tribunal.,206,5,,,The President shall appoint a lawyer member of the tribunal to be the chairman thereof.
Constitution of Transport Appeals Tribunal.,206,6,,,"The Minister shall, before making any recommendation to the President in regard to the exercise of the powers conferred on the President by this section, obtain the advice of the members for the time being of the Judicial Service Commission."
Constitution of Transport Appeals Tribunal.,206,7,,,"Every member of the tribunal shall, unless he earlier vacates office or is removed by the President therefrom, hold office for a period of three years from the date of his appointment. Any member of the tribunal who vacates office by effluxion of time shall be eligible for reappointment."
Constitution of Transport Appeals Tribunal.,206,8,,,The members of the tribunal shall be remunerated at such rates as may be prescribed.
Constitution of Transport Appeals Tribunal.,206,9,,,"There shall be appointed a secretary to the tribunal (hereinafter referred to as "" the secretary "")."
Meeting of tribunal for hearing of appeals.,207,1,,,"The secretary shall, under the direction of the chairman of the tribunal, convene meetings of the tribunal for the purpose of the hearing of appeals."
Meeting of tribunal for hearing of appeals.,207,2,,,"The quorum for a meeting of the tribunal for the hearing of an appeal shall be three members; and for the purpose of constituting a quorum, the secretary shall summon to each meeting the chairman, one lawyer member and one other member of the tribunal;"
Meeting of tribunal for hearing of appeals.,207,2,,,"Provided, however, that if the chairman so directs in respect of any specified meeting, the secretary shall so summon one other lawyer member in lieu of the chairman."
Meeting of tribunal for hearing of appeals.,207,2,,,"The secretary shall choose by lot the members, other than the chairman, to be summoned for any meeting."
Meeting of tribunal for hearing of appeals.,207,3,,,"In the event of the inability of any member of the tribunal to attend any meeting to which he is summoned, the secretary shall, in accordance with such directions as may be specially or generally given by the chairman, summon an appropriate member to attend the meeting."
Meeting of tribunal for hearing of appeals.,207,4,,,The chairman of the tribunal shall preside at every meeting of the tribunal;
Meeting of tribunal for hearing of appeals.,207,4,,,"Provided that in the absence of the chairman from any meeting, the three members summoned to and present at the meeting shall choose from among themselves a chairman for the meeting."
Meeting of tribunal for hearing of appeals.,207,5,,,A member of the tribunal who is interested in the subject-matter of an appeal preferred to the tribunal or who has been consulted as an attorney-at-law or otherwise in regard to that matter shall not participate in a meeting of the tribunal at which that appeal is heard.
Meeting of tribunal for hearing of appeals.,207,6,,,"A meeting of the tribunal may, from time to time, be postponed or adjourned."
Appeals to the tribunal.,208,1,,,"Where any person has, under any other provision of this Act, a right of appeal against any determination or order of the Commissioner, such right may be exercised by, and only by, the preferring of an appeal to the tribunal in accordance with the succeeding provisions of this section."
Appeals to the tribunal.,208,2,,,Every appeal to the tribunal against any determination or order of the Commissioner shall be preferred by written statement setting out the grounds of the appeal.
Appeals to the tribunal.,208,3,,,"Every statement of appeal shall be transmitted to the secretary to the tribunal within fourteen days of the service on the appellant-(a) of notice of the determination or order against which the appeal is preferred, in a case where the notice sets out the reasons therefor; or(b) in any other case, of the statement of reasons referred to in section 63 or section 97, as the case may be."
Appeals to the tribunal.,208,3,a,,"of notice of the determination or order against which the appeal is preferred, in a case where the notice sets out the reasons therefor; or"
Appeals to the tribunal.,208,3,b,,"in any other case, of the statement of reasons referred to in section 63 or section 97, as the case may be."
Appeals to the tribunal.,208,4,,,Every statement of appeal shall be accompanied by the prescribed fee.
Appeals to the tribunal.,208,5,,,"In the case of an appeal against any determination or order under Part V, the statement of appeal shall be accompanied by a certificate signed by an attorney-at-taw to the effect that in his opinion the question of law set out in the statement properly arises in relation to that determination."
Appeals to the tribunal.,208,6,,,Every statement of appeal shall be made in conformity with such regulations as may be made in that behalf; and there shall be named as respondent to the appeal the Commissioner and every other person who is required by such regulations to be so named as respondent.
Appeals to the tribunal.,208,7,,,No appeal shall be entertained by the tribunal unless it is preferred in accordance with the provisions in that behalf set out in the preceding provisions of this section or in any regulations made for the purposes of this section.
Appeals to the tribunal.,208,8,,,"Notice of every appeal preferred under this section shall be served in accordance with regulations on the Commissioner and each respondent, if any."
Disposal of appeals.,209,1,,,"The tribunal may make such inquiries as it may deem necessary for the purposes of any appeal, and may, if it thinks fit, admit or call for any evidence whether oral or documentary."
Disposal of appeals.,209,2,,,After the hearing of an appeal the tribunal shall give such decision thereon as it may think fit.
Disposal of appeals.,209,3,,,"In every case where the decision of the tribunal upon any appeal makes it necessary so to do, the tribunal shall either make a fresh determination, or vary the determination of the Commissioner and issue all such directions as may be necessary to enable the Commissioner to give effect to the determination as so varied."
Disposal of appeals.,209,4,,,"In the event of any difference of opinion among the members of the tribunal, the decision of the majority shall be the decision of the tribunal."
Disposal of appeals.,209,5,,,"The secretary shall give notice in writing of the decision of the tribunal upon any appeal to the appellant, to the Commissioner and to every other respondent to the appeal."
Disposal of appeals.,209,6,,,"Subject to the provisions of section 210, the decision of the tribunal shall be final and conclusive."
Right of appeal to the Court of Appeal on questions of law.,210,1,,,"Where the appellant or any respondent or the Commissioner is dissatisfied with the decision of the tribunal, he may, by written petition in which the other parties to the appeal are mentioned as respondents, appeal to the Court of Appeal against the decision on a question of law."
Right of appeal to the Court of Appeal on questions of law.,210,2,,,"The petition of appeal under subsection (1) shall state the question of law to be argued, shall bear a certificate by an attorney-at-law that such question is fit for adjudication by the Court of Appeal, shall be presented to the tribunal by the appellant within twenty-one days after the date of the tribunal's decision against which the appeal is preferred, and shall be accompanied by a sufficient number of copies for service on each of the persons mentioned as respondents."
Right of appeal to the Court of Appeal on questions of law.,210,3,,,Every such petition of appeal shall be accompanied by the prescribed fee.
Right of appeal to the Court of Appeal on questions of law.,210,4,,,"Where a petition of appeal is presented to the tribunal in the manner and within the time specified in subsection (2), it shall be the duty of the tribunal-(a) to cause the petition to be transmitted to the Court of Appeal, together with the record of the proceedings in which the decision of the tribunal against which the petition is preferred was made ; and(b) to cause notice of the appeal to be served on the respondents named in the petition of appeal, together with a copy of the petition of appeal."
Right of appeal to the Court of Appeal on questions of law.,210,4,a,,"to cause the petition to be transmitted to the Court of Appeal, together with the record of the proceedings in which the decision of the tribunal against which the petition is preferred was made ; and"
Right of appeal to the Court of Appeal on questions of law.,210,4,b,,"to cause notice of the appeal to be served on the respondents named in the petition of appeal, together with a copy of the petition of appeal."
Right of appeal to the Court of Appeal on questions of law.,210,5,,,Every appeal to the Court of Appeal under this section may be heard and determined by any two Judges of that court.
Right of appeal to the Court of Appeal on questions of law.,210,6,,,"Upon a decision being given by the Court of Appeal in any appeal under the preceding provisions of this section, the Registrar of the Court of Appeal shall remit the case to the tribunal together with the decision of the court, and it shall be the duty of the tribunal in such manner as that decision may require to rescind or vary the determination or order in connexion with which the appeal was preferred and, where necessary for the purpose of giving effect to such decision, to make a fresh determination,"
Right of appeal to the Court of Appeal on questions of law.,210,7,,,"In any proceedings before the Court of Appeal the court may make such order in regard to costs and to the fee paid under subsection (3) as to the court may seem fit. Such costs may, notwithstanding anything contained in any other written law, be recoverable in the manner prescribed in section 212 (3)."
Duty of Commissioner to carry out decisions upon appeal.,211,,,,"Where, in consequence of an appeal to the tribunal against any determination or of an appeal to the Court of Appeal in connexion with that determination, that determination is varied or a fresh determination is made as hereinbefore provided, it shall be the duty of the Commissioner to give effect to the determination as so varied or to the fresh determination, as the case may be."
Regulations.,212,1,,,Regulations may be made prescribing-(a) the procedure to be followed and the powers exercisable by the tribunal;(b) the form and the manner of preparing appeals to the tribunal and the fees to be paid in respect of such appeals;(c) the circumstances in which and the rules according to which costs may be awarded by the tribunal against any party to an appeal;
Regulations.,212,1,a,,the procedure to be followed and the powers exercisable by the tribunal;
Regulations.,212,1,b,,the form and the manner of preparing appeals to the tribunal and the fees to be paid in respect of such appeals;
Regulations.,212,1,c,,the circumstances in which and the rules according to which costs may be awarded by the tribunal against any party to an appeal;
Regulations.,212,1,,,and providing generally for all matters connected with or incidental to the matters hereinbefore mentioned.
Regulations.,212,2,,,"Subject to any regulations made under subsection (1), the tribunal may regulate its own procedure."
Regulations.,212,3,,,"Any sum ordered by the tribunal to be paid by any authority, officer or person by way of costs in accordance with regulations made under subsection (I), may be recovered, on application made to the Magistrate's Court having jurisdiction in the place where such authority or officer has his office or where such person is resident, in like manner as a fine imposed by the court, notwithstanding that such sum may exceed the amount of the fine which the court may in the exercise of its ordinary jurisdiction impose."
Motor Traffic Advisory Council.,213,1,,,There shall be a Motor Traffic Advisory Council consisting of the Commissioner as chairman and such other persons not exceeding ten in number as may be appointed by the Minister.
Motor Traffic Advisory Council.,213,2,,,"Every member of the council who is appointed under subsection (1) shall, unless he earlier vacates the office or is removed by the Minister therefrom, hold office for such period not exceeding three years as may be determined by the Minister at the time of the appointment. Any such member vacating office by effluxion of time shall be eligible for reappointment."
Motor Traffic Advisory Council.,213,3,,,It shall be the duty of the council to advise the Commissioner on all such matters connected with the regulation of motor traffic or the administration of this Act as may be referred by the Commissioner to the council for such advice.
Motor Traffic Advisory Council.,213,4,,,"Meetings of the council may be summoned by the Commissioner whenever he may deem it necessary, and shall be summoned by him once at least in each half-year:"
Motor Traffic Advisory Council.,213,4,,,"Provided, however, that the chairman shall summon a meeting whenever he is requested in writing so to do by not less than three members of the council."
Motor Traffic Advisory Council.,213,5,,,"Regulations may be made providing for the conduct of business by the council and prescribing the procedure to be followed at meetings of the council. Subject to any such regulations, the council may regulate its own procedure."
